experiment,id,split,utterance,gold,predicted,correct,confidence,jev_confidence,top1,p1,top2,p2,top3,p3,n_nonzero_options,latency_ms,cost_usd,described_predicted,described_correct,described_confidence
E1-inscope,train-966,train,what do i do to stop my credit score from going lower,improve_credit_score,improve_credit_score,1,0.79,0.78,improve_credit_score,0.79,credit_score,0.21,,,2,214,0.000104706,improve_credit_score,1,1.0
E1-inscope,train-967,train,how do i make my credit score better,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,248,0.00010453800000000001,improve_credit_score,1,1.0
E1-inscope,train-968,train,how can i go about improving my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,89,0.00010458000000000002,improve_credit_score,1,1.0
E1-inscope,train-969,train,i'd like to make my credit score better,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,108,0.00010458000000000002,improve_credit_score,1,1.0
E1-inscope,train-970,train,i'd like to find ways to improve my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,253,0.000104664,improve_credit_score,1,1.0
E1-inscope,train-971,train,how do i prevent my credit score from lowering,improve_credit_score,improve_credit_score,1,0.55,0.54,improve_credit_score,0.55,credit_score,0.45,,,2,143,0.00010458000000000002,improve_credit_score,1,1.0
E1-inscope,train-972,train,how can i stop my credit score from dropping,improve_credit_score,improve_credit_score,1,0.71,0.7,improve_credit_score,0.71,credit_score,0.29,,,2,273,0.00010458000000000002,improve_credit_score,1,1.0
E1-inscope,train-973,train,tell me how to improve my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,211,0.00010453800000000001,improve_credit_score,1,1.0
E1-inscope,train-974,train,ways to build credit,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,184,0.00010437,improve_credit_score,1,1.0
E1-inscope,train-975,train,tell me ways to improve my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,154,0.00010453800000000001,improve_credit_score,1,1.0
E1-inscope,train-976,train,how can i hurt my credit score,improve_credit_score,credit_score,0,0.96,0.96,credit_score,0.96,improve_credit_score,0.04,,,2,103,0.00010449600000000001,improve_credit_score,1,0.92
E1-inscope,train-977,train,does carrying a balance hurt my credit score,improve_credit_score,credit_score,0,0.99,0.99,credit_score,0.99,balance,0.01,,,2,163,0.00010453800000000001,improve_credit_score,1,0.86
E1-inscope,train-978,train,would being late hurt my credit,improve_credit_score,credit_score,0,0.98,0.97,credit_score,0.98,who_made_you,0.01,yes,0.01,3,105,0.00010445400000000001,improve_credit_score,1,0.8283
E1-inscope,train-979,train,does medical debt hurt my credit score,improve_credit_score,credit_score,0,1.0,1.0,credit_score,1.0,,,,,1,84,0.00010449600000000001,improve_credit_score,1,0.74
E1-inscope,train-980,train,would late payments hurt my credit,improve_credit_score,credit_score,0,1.0,0.99,credit_score,1.0,,,,,1,233,0.00010445400000000001,improve_credit_score,1,0.93
E1-inscope,train-981,train,can i hurt my credit score,improve_credit_score,credit_score,0,1.0,1.0,credit_score,1.0,,,,,1,177,0.00010445400000000001,improve_credit_score,1,0.84
E1-inscope,train-982,train,how is the credit score hurt,improve_credit_score,credit_score,0,0.99,0.98,credit_score,0.99,improve_credit_score,0.01,,,2,239,0.00010445400000000001,improve_credit_score,1,0.91
E1-inscope,train-983,train,so how can i hurt my credit score,improve_credit_score,credit_score,0,0.97,0.97,credit_score,0.97,improve_credit_score,0.03,,,2,275,0.00010453800000000001,improve_credit_score,1,0.94
E1-inscope,train-984,train,will checking your credit lower my score,improve_credit_score,credit_score,0,1.0,0.99,credit_score,1.0,,,,,1,122,0.00010449600000000001,improve_credit_score,1,0.92
E1-inscope,train-985,train,is it true a hard pull hurts my credit score,improve_credit_score,credit_score,0,1.0,1.0,credit_score,1.0,,,,,1,110,0.000104622,improve_credit_score,1,0.73
E1-inscope,train-986,train,what lowers you credit score,improve_credit_score,credit_score,0,0.99,0.98,credit_score,0.99,improve_credit_score,0.01,,,2,168,0.000104412,improve_credit_score,1,0.9
E1-inscope,train-987,train,can i harm my credit if i miss a car payment,improve_credit_score,credit_score,0,1.0,1.0,credit_score,1.0,,,,,1,201,0.000104664,improve_credit_score,1,0.88
E1-inscope,train-988,train,will a loan lower my credit score,improve_credit_score,credit_score,0,1.0,1.0,credit_score,1.0,,,,,1,169,0.00010449600000000001,improve_credit_score,1,0.79
E1-inscope,train-989,train,how do i make sure my credit doesn't fall,improve_credit_score,improve_credit_score,1,0.8,0.79,improve_credit_score,0.8,credit_score,0.2,,,2,154,0.000104622,improve_credit_score,1,1.0
E1-inscope,train-990,train,what's the best way to build credit,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,194,0.00010453800000000001,improve_credit_score,1,1.0
E1-inscope,train-991,train,can i improve my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,239,0.00010445400000000001,improve_credit_score,1,1.0
E1-inscope,train-992,train,what lowers credit score,improve_credit_score,credit_score,0,0.98,0.98,credit_score,0.98,improve_credit_score,0.02,,,2,136,0.00010437,improve_credit_score,1,0.89
E1-inscope,train-993,train,how do i build credit,improve_credit_score,improve_credit_score,1,0.99,0.99,improve_credit_score,0.99,credit_score,0.01,,,2,202,0.000104412,improve_credit_score,1,1.0
E1-inscope,train-994,train,how to improve a credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,293,0.00010445400000000001,improve_credit_score,1,1.0
E1-inscope,train-995,train,how do i improve my credit score,improve_credit_score,improve_credit_score,1,1.0,1.0,improve_credit_score,1.0,,,,,1,151,0.00010449600000000001,improve_credit_score,1,1.0
E1-inscope,train-996,train,how to protect my credit score,improve_credit_score,credit_score,0,0.51,0.49,credit_score,0.51,improve_credit_score,0.49,,,2,113,0.00010445400000000001,improve_credit_score,1,1.0
E1-inscope,train-997,train,can i protect my credit score,improve_credit_score,credit_score,0,0.75,0.74,credit_score,0.75,improve_credit_score,0.25,,,2,158,0.00010445400000000001,improve_credit_score,1,1.0
E1-inscope,train-998,train,how to keep credit score high,improve_credit_score,improve_credit_score,1,0.97,0.97,improve_credit_score,0.97,credit_score,0.03,,,2,157,0.00010445400000000001,improve_credit_score,1,1.0
E1-inscope,train-999,train,do you know if bouncing one check on your checking account can hurt your credit score or not,improve_credit_score,credit_score,0,1.0,1.0,credit_score,1.0,,,,,1,114,0.00010495800000000001,improve_credit_score,1,0.697
E1-inscope,train-1000,train,lets hear an interesting fact about funko pops,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,98,0.00010458000000000002,,,
E1-inscope,train-1001,train,know any interesting facts,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,139,0.00010437,,,
E1-inscope,train-1002,train,what is one fun fact,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,132,0.000104412,,,
E1-inscope,train-1003,train,tell me a fact,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,208,0.00010437,,,
E1-inscope,train-1004,train,lets hear a fact,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,107,0.00010437,,,
E1-inscope,train-1005,train,any unique trivia about beats headphones,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,78,0.00010445400000000001,,,
E1-inscope,train-1006,train,tell me a fact i may not know,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,190,0.00010453800000000001,,,
E1-inscope,train-1007,train,what is one thing i might not know about nike shoes,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,87,0.000104664,,,
E1-inscope,train-1008,train,tell me something interesting about sperm whales,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,101,0.00010449600000000001,,,
E1-inscope,train-1009,train,i want to know a fun fact about pluto,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,155,0.000104622,,,
E1-inscope,train-1010,train,what's an interesting fact about flamingos,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,154,0.00010458000000000002,,,
E1-inscope,train-1011,train,tell me a random fact,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,198,0.000104412,,,
E1-inscope,train-1012,train,have any cool facts on reptiles,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,156,0.00010449600000000001,,,
E1-inscope,train-1013,train,i want to learn an interesting fact about cats,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,175,0.00010458000000000002,,,
E1-inscope,train-1014,train,read me some fun facts,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,206,0.000104412,,,
E1-inscope,train-1015,train,tell me a few facts about cats,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,224,0.00010449600000000001,,,
E1-inscope,train-1016,train,help me learn something intriguing about turtles,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,136,0.00010449600000000001,,,
E1-inscope,train-1017,train,read me some interesting information about cats,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,147,0.00010449600000000001,,,
E1-inscope,train-1018,train,what's an interesting tidbit about rivers,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,144,0.00010453800000000001,,,
E1-inscope,train-1019,train,can you tell me something i don't know about banks,fun_fact,fun_fact,1,1.0,0.99,fun_fact,1.0,,,,,1,173,0.000104664,,,
E1-inscope,train-1020,train,can you tell me a fun fact regarding cars,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,105,0.00010458000000000002,,,
E1-inscope,train-1021,train,do you know any fun facts about shampoo,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,93,0.00010453800000000001,,,
E1-inscope,train-1022,train,what's a fun fact about eggs,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,128,0.00010449600000000001,,,
E1-inscope,train-1023,train,what's a neat fact about twinkies,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,159,0.00010458000000000002,,,
E1-inscope,train-1024,train,i'd like to hear a fun fact about adult entertainment,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,122,0.000104664,,,
E1-inscope,train-1025,train,tell me something neat about slinkies,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,216,0.00010453800000000001,,,
E1-inscope,train-1026,train,tell me something fun about gravity,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,286,0.00010445400000000001,,,
E1-inscope,train-1027,train,say trivia about lebron james,fun_fact,fun_fact,1,0.99,0.99,fun_fact,0.99,tell_joke,0.01,,,2,192,0.00010445400000000001,,,
E1-inscope,train-1028,train,tell me a fun fact about mt everest,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,123,0.00010458000000000002,,,
E1-inscope,train-1029,train,give me some trivia about lebron james,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,118,0.00010453800000000001,,,
E1-inscope,train-1030,train,what are some trivia questions about lebron james,fun_fact,fun_fact,1,0.95,0.95,fun_fact,0.95,tell_joke,0.04,what_can_i_ask_you,0.01,3,138,0.00010458000000000002,,,
E1-inscope,train-1031,train,repeat that fun fact about mt everest,fun_fact,repeat,0,0.84,0.83,repeat,0.84,fun_fact,0.16,,,2,114,0.00010453800000000001,,,
E1-inscope,train-1032,train,what is a fun fact about mt everest,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,150,0.00010458000000000002,,,
E1-inscope,train-1033,train,say a fun fact about mt everest,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,129,0.00010453800000000001,,,
E1-inscope,train-1034,train,do you know any fun facts about mt everest,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,410,0.000104622,,,
E1-inscope,train-1035,train,explain some trivia about lebron james,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,206,0.00010453800000000001,,,
E1-inscope,train-1036,train,communicate trivia about lebron james,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,139,0.00010453800000000001,,,
E1-inscope,train-1037,train,what are fun facts about lighthouses,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,260,0.00010453800000000001,,,
E1-inscope,train-1038,train,can you tell me fun facts about lighthouses,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,247,0.000104622,,,
E1-inscope,train-1039,train,tell me interesting facts about lighthouses,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,153,0.00010453800000000001,,,
E1-inscope,train-1040,train,tell me a fun trivia bit about artificial intelligence,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,157,0.00010458000000000002,,,
E1-inscope,train-1041,train,do you know any trivia about the ocean,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,140,0.00010453800000000001,,,
E1-inscope,train-1042,train,tell me something neat about the ocean floor,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,137,0.00010453800000000001,,,
E1-inscope,train-1043,train,i'd like to hear a fun fact about the nfl,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,157,0.000104664,,,
E1-inscope,train-1044,train,i want to hear an interesting fact about dinosaurs,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,187,0.00010458000000000002,,,
E1-inscope,train-1045,train,please tell me an interesting tidbit about the roman empire,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,148,0.000104664,,,
E1-inscope,train-1046,train,can you share some trivia with me about us history,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,145,0.000104622,,,
E1-inscope,train-1047,train,do you know any fun facts about the ocean,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,215,0.00010458000000000002,,,
E1-inscope,train-1048,train,i want to learn a neat fact about black holes,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,153,0.000104622,,,
E1-inscope,train-1049,train,can you give me a good piece of trivia about the rainforest,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,280,0.000104832,,,
E1-inscope,train-1050,train,tell me something interesting about outer space,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,101,0.00010449600000000001,,,
E1-inscope,train-1051,train,share with me a fun fact about outer space,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,326,0.00010458000000000002,,,
E1-inscope,train-1052,train,tell me a neat fact about the ocean,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,188,0.00010453800000000001,,,
E1-inscope,train-1053,train,tell me some interesting trivia about dinosaurs,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,321,0.00010449600000000001,,,
E1-inscope,train-1054,train,i want to hear a fun fact about american presidents,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,158,0.000104622,,,
E1-inscope,train-1055,train,give me an interesting fact about antarctica,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,165,0.000104622,,,
E1-inscope,train-1056,train,can you share something interesting about world war one,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,107,0.00010458000000000002,,,
E1-inscope,train-1057,train,i want to know some trivia about our solar system,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,155,0.000104622,,,
E1-inscope,train-1058,train,tell me a fun fact about the olympics,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,165,0.000104622,,,
E1-inscope,train-1059,train,tell me something cool about elephants,fun_fact,fun_fact,1,1.0,1.0,fun_fact,1.0,,,,,1,182,0.00010445400000000001,,,
E1-inscope,train-1060,train,name some awesome things about dogs,fun_fact,fun_fact,1,0.9495,0.93,fun_fact,0.9495,do_you_have_pets,0.0303,tell_joke,0.0101,4,205,0.00010445400000000001,,,
